,0,1,2,3
41210,India & US,0,Wed Feb 26 19:41:04 +0000 2020,@ImtiazMadmood Muslims need to understand the democratic process. #CAA law was implemented through a democratic process. #ShaheenBagh blocking the roads for 60+ days is illegal. Throwing stones on police is illegal and criminal. Burning buses is undemocra
41241,India & US,0,Wed Feb 26 18:24:55 +0000 2020,@ReallySwara Muslims need to understand the democratic process. #CAA law was implemented through a democratic process. #ShaheenBagh blocking the roads for 60+ days is illegal. Throwing stones on police is illegal and criminal. Burning buses is undemocrati
41247,India & US,0,Wed Feb 26 18:22:47 +0000 2020,@ZakirAliTyagi @ReallySwara @sushant_says @anuragkashyap72 @anubhavsinha @Mdzeeshanayyub @VishalDadlani @SanjayAzadSln @svaradarajan @khanumarfa @MaheshNBhatt Muslims need to understand the democratic process. #CAA law was implemented through a democratic
41413,,0,Wed Feb 26 15:46:41 +0000 2020,@AnimeHunt2 @narendramodi @AmitShah Just add Baloch and Sindhi Muslims #CAA and see the result it will counter both pseudo liberals and Pakistanis.
41415,,0,Wed Feb 26 15:45:03 +0000 2020,@narendramodi Sir please listen and add Baloch people in the list of #CAA. This will help to solve both internal and external issues.
41417,,0,Wed Feb 26 15:39:34 +0000 2020,@SobdarBaloch_ ISI = Taliban Main reason for disturbance in south east Asia is Pakistan. It will divide into 4 soon @PMOIndia @HMOIndia please listen and add Baloch people in the list of #CAA.
41490,,0,Wed Feb 26 14:04:07 +0000 2020,@SobdarBaloch_ I saw him he always talks about Ghazwa-E-Hind only that lal topi. @HMOIndia please add Baloch &amp; Sindhi Muslims also in the list of #CAA. This will solve both internal and external issues.
41716,India,0,Wed Feb 26 10:27:58 +0000 2020,@nakkheeranweb Congress + DMK + VKC Against the #CAA .. ðŸ‘ˆ  . Eating in Indian People Tax Money and Against Indian Government ðŸ‘ˆ  Chameleon Party Members Should Resign like U ðŸ‘ˆ  #India #TamilNadu
41736,"Hyderabad, India",0,Wed Feb 26 09:55:47 +0000 2020,"@apcpim @Loksatta_Party quick question on #CAA and #delhivoilence regardless of cast,colour,region,religions we are all equal and thats secularism, but we are trying to impose differnt rules on religions now."
42185,,0,Wed Feb 26 04:45:14 +0000 2020,@theskindoctor13 @narendramodi @HMOIndia @MarriBaloch2020 @SobdarBaloch_ My suggestion is to add names of Baloch and Sindhi rebels in list of #CAA to counter both liberals and Pakistanis.
42189,,0,Wed Feb 26 04:41:06 +0000 2020,@Swamy39 @ArtiSharma001 Sir my suggestion is to add names of Baloch and Sindhi rebels in the list also of #CAA. This will counter both so called liberals and Pakis.
42368,#WashingtonDC ,0,Tue Feb 25 23:25:09 +0000 2020,@washingtonpost It's #1947 in slow motion. Very sad and unfortunate. #India #Secularism #EqualityForAll #humanrights #CAA
47315,India,0,Mon Feb 24 14:17:50 +0000 2020,How many of these journalists who are sermonizing government and passing blatantly biased views ever tried to educate the gullible people about the truth of CAA. They are simply running their shops and adding fuel to fire.  Shame on #sickmedia  #CAA #IsupportCAA #Hinduphobia
48631,bihar,0,Mon Feb 24 05:54:57 +0000 2020,Can  @DelhiPolice   recovered property loses from pro #CAA and right wing rioters?   All this happened after BJP MLA Kapil Mishra hate and provoking speech given yestraday.   Why  @DelhiPolice  have not arrested him yet?   #ArrestKapilMishra #Maujpur
48851,"à¤•à¤¾à¤¨à¤ªà¥à¤°, à¤‰à¤¤à¥à¤¤à¤° à¤ªà¥à¤°à¤¦à¥‡à¤¶, à¤­à¤¾à¤°à¤¤ à¥¤",1,Sun Feb 23 20:33:04 +0000 2020,"RT @SWOT2015: @9_Tshakti @arpispeaks @ArvindKejriwal @HMOIndia Bakiyon ka pata nahi, par #kejriwalpassresolutionagainstnpr has taken shapatâ€¦"
48855,India,1,Sun Feb 23 20:29:53 +0000 2020,"@9_Tshakti @arpispeaks @ArvindKejriwal @HMOIndia Bakiyon ka pata nahi, par #kejriwalpassresolutionagainstnpr has taken shapath on Constitution..  @ArvindKejriwal being CM can't keep closed eyes, and let people of delhi just suffer..   @TajinderBagga  @TVM"
50162,India,0,Sun Feb 23 06:45:34 +0000 2020,@EconomicTimes And they say job market is down. Apparently anyone can get paid to sit in Delhi. #CAA #Jobs #fakeprotest
52238,"Ratnagiri, India",1,Fri Feb 21 14:16:19 +0000 2020,RT @LiiTLLe: @d_iqbal129 @nailainayat Yes many are still left here in India when your maa-baap migrate to Pakistan. I wish your Pakistan caâ€¦
52750,India,1,Fri Feb 21 03:58:00 +0000 2020,@d_iqbal129 @nailainayat Yes many are still left here in India when your maa-baap migrate to Pakistan. I wish your Pakistan call them to give your citizenship under same like law #CAA  Let's encourage the final population transfer between India and Pakist
52776,Wisconsin,0,Fri Feb 21 01:11:40 +0000 2020,Hofstra is in a tight one with Drexel in the second half. The Pride are moving up to 13 seed range and currently holds a 1.5 game lead on William &amp; Mary. #CAA
52784,,0,Thu Feb 20 21:00:59 +0000 2020,"@USCIRF USA has a law very similar to India's #CAA (Lautenberg-Specter Amendment) to help protect religious minorities from Islamic Iran...and Russia.  So if India is helping those persecuted Christians, Sikhs and Hindus of Pakistan etc  USCIRF has object"
52785,à¤­à¤¾à¤°à¤¤,2,Thu Feb 20 20:33:36 +0000 2020,RT @vishu49: @ashu21ster Isn't it ironical supportive rallys of #CAA are happening in Congress and Opposition ruled states but it's in theâ€¦
52787,"Okhla, New Delhi",0,Thu Feb 20 19:54:44 +0000 2020,This is not whether #CAA is right or wrong  If I get trouble due to some idiots and their ego I will definitely say you are wrong  Fuel wastage  Time waste of many citizen  Daily traffic  Business impact  So definitely that minority is not right  #ShaheenEndgame #CAA_NRC
52789,"New Delhi, India",1,Thu Feb 20 19:53:28 +0000 2020,Is there any difference between #GodiMedia and #DailySoap Hindi TV serials??? #media #CAA #NPRà¤¹à¥€_NRCà¤¹à¥ˆ
52791,"Boston, USA ",2,Thu Feb 20 19:21:22 +0000 2020,"@Cold_Peace_ Many on the Democrat side in US would say America is moving towards illiberalism ... not much grounds for US admin to be complaining about Indiaâ€™s move towards illiberalism .... and over what? Removing 370, Ending triple talaq, Babri Mosque"
52793,,0,Thu Feb 20 19:17:02 +0000 2020,@ThePrintIndia @rupasubramanya Bigot #trump is to support #CAA and #KashmirBlackOut. #TrumpLeavIndia #TrumpGoback #CAA_NRCProtests #CAA_NRC_NPR #caa_nrc_npr_à¤¸à¥‡_à¤†à¤œà¤¼à¤¾à¤¦à¥€ #caa_nrc_npr_à¤¨à¤¹à¥€à¤‚_à¤šà¤²à¥‡à¤—à¤¾ #GoBackTrump #QuitIndiaModi #Q
52794,"Panaji, India",0,Thu Feb 20 18:59:39 +0000 2020,@RazviAnas Jhoota Gujrat model Following Israel Israel built wall to hide Philistines poor people and modi built wall to hide fellow poor Indians   @narendramodi @realDonaldTrump  #CAA_NRC_Protest #CAA
52795,"Mumbai, India",0,Thu Feb 20 18:59:35 +0000 2020,"Donâ€™t know, when Anti #CAA rally become anti #Hindu ðŸ˜¡ Such statement made by #WarisPathan &amp; Pro-Pakistan slogans,should be treat as a crime,and should get punish by defined law These people only responsible to spread #religion_fight among us #OwaisiKaWaris"
52797,"Mumbai, India",0,Thu Feb 20 18:57:55 +0000 2020,"@iAnkurSingh What surprises me is the happiness and confidence with which she says all this !  Let her be, jail her parents to start with. Then do a witch hunt to find these journalists, activists and student groups.  #NothingLessWillDo  #CAA"
52800,Delhi ,0,Thu Feb 20 18:50:47 +0000 2020,"You are not the contractor of the Muslim community, we are not Hindus and Muslims but we are Indians, hope our Indian Muslim brothers will raise their voice against it and give a befitting reply to these leaders!.  #WarisPathan #CAA #BeingMuslim"
52802,,0,Thu Feb 20 18:45:56 +0000 2020,"@ANI à¤°à¤¾à¤¸à¥à¤¤à¤¾ à¤–à¥à¤²à¤µà¤¾à¤¨à¥‡ à¤•à¥‡ à¤²à¤¿à¤, à¤œà¤¼à¤¹à¤¨à¥€ à¤¤à¤¾à¤²à¥‡ à¤–à¥‹à¤²à¤¨à¥‡ à¤ªà¤¡à¤¼à¥‡à¤‚à¤—à¥‡à¥¤ These ladies are arguably representing those who are misled, misinformed, lost-brainwashed-vulnerable minds. As of now  c"
52804,HR 30,0,Thu Feb 20 18:29:20 +0000 2020,@Veteran__007 This is there protest not for #CAA but against #Ayodhya ji and #370 But than no political party would have supported them like they are doing in name of #CAA
52809,,0,Thu Feb 20 18:24:58 +0000 2020,Best episode today ðŸ¤˜ Was so fun watching Ramasubramaniyan blabbering struggling to cover and prove #CAA_NRC_NPR is good. Got whole details of #CAA Its totally bad and useless move. #à®•à¯‡à®³à¯à®µà®¿à®¨à¯‡à®°à®®à¯ #News7
52810,,0,Thu Feb 20 18:23:36 +0000 2020,"You may join this #movement by posting your comments, thoughts etc. on #CAA to make it easier and simpler to understand and to create an acceptability on the same. Every valid apprehensions on CAA are also most welcome...."
52812,,1,Thu Feb 20 18:14:02 +0000 2020,"@TheDeshBhakt the Govt says there is no problem, the Oppn says there is no solution... In fact #CAA #CAA_NRCProtests #CAA_NRC_NPR is a problem and there is a solution... #owaisiamendment"
52814,,0,Thu Feb 20 18:07:23 +0000 2020,"Though out I am saying this muslim nautanki #CAA rally is just mobilisation to create fear among Hindus. Sheer Hindu hatred. Educated muslim creating fear , all are radical jihadi supporter. No sympathy and then we hve Hindus only wants free bijli pani"
52818,kabristan,0,Thu Feb 20 17:56:53 +0000 2020,@RafiaAwan3 @smitaprakash That's what freedom of speech India gives this is not Pakistan where a Hindu girl kidnapp and convert forcefully into Islam and do nikah here for #caa women in Delhi are protesting and they what they want to say against Indian go
52824,"Bengaluru, India",2,Thu Feb 20 17:41:09 +0000 2020,"@girishalva @AmulyaLeona Hope all these are exposed and punished!! How can anyone raise slogans against India and for Pakistan and get away with it?? ðŸ˜¡ There should be investigation on this case. Thanks to #CAA, all the anti-nationals are getting expos"
52825,Bengaluru ðŸ’›â¤ï¸,0,Thu Feb 20 17:37:20 +0000 2020,"@prajavani and @TheQuint are not condemning the act of a lady @AmulyaLeona telling #PakistanZindabad but how that event diverted the #WarisPathan controversy to #Owaisi's patriotism in anti #CAA #CAA_NRC_Protests, #CAAProtests."
52826,"India, TN, Namakkal, Rasipuram",26,Thu Feb 20 17:37:08 +0000 2020,"I've lost more than 139 friends (college and school) to be exact after nov 2019 coz I took pro #caa stand.  Deal with it. You earn, you vote for random mag.gots but when you look behind after your 50s, india wont be the same peaceful country. Be the change you want.ðŸ’"
52827,,1,Thu Feb 20 17:35:28 +0000 2020,RT @vinodkbjp: Anti-CAA means Pro-Pakistan!  Another so called Student Activist #AmulyaLeona chants Pakistan Zindabad on stage during proteâ€¦
52828,"Bengaluru, India",1,Thu Feb 20 17:30:39 +0000 2020,"Anti-CAA means Pro-Pakistan!  Another so called Student Activist #AmulyaLeona chants Pakistan Zindabad on stage during protest against #CAA in Bengaluru.  She and Event Organizers should be booked for Sedition &amp; sent to jail immediately.  If you love Pakistan, please leave India."
52829,"Bengaluru, Karnataka",0,Thu Feb 20 17:27:35 +0000 2020,Dear #CAAProtests #CAA_NRC_Protests #CAA You are free to protest and speak. But speaking against our country and our army men. No that's not how it works.
52832,,0,Thu Feb 20 17:23:00 +0000 2020,@_sabanaqvi BJP/Modi Ji has formed the govt with absolute majority and #CAA is passed in the parliament with 2/3rd votes in favor. Why do you and other #Muslims oppose it??
52833,"Karnataka, India",0,Thu Feb 20 17:21:46 +0000 2020,"These protests are not against #CAA, it's a plot by Pro-Pak elements to create unrest in the country.  It's simple! You love/like #Pakistan, that's fine no issue. Please departure from #India ðŸ‡®ðŸ‡³ and live in Pak.  #CAA_NRC_Protests #CAAProtests #AmulyaLeona ðŸ‘‹ðŸ½"
52834,Around the World,0,Thu Feb 20 17:19:37 +0000 2020,"@TheJaggi ""Most humane thing India has done.."" With a cutoff date of 31 December 2014? Exclusion of Sri Lankan Hindus?   Not a single protest is about the exclusion of persecuted minorities, but the selective nature of contentious #CAA on the basis of rel"
52837,,1,Thu Feb 20 17:11:11 +0000 2020,"RT @h1KZ1d8tjx5Ky6G: The whole so-called protests against CAA is about pent-up feelings against 370 abrogation, Ram Mandir verdict &amp; Tripleâ€¦"
52838,,1,Thu Feb 20 17:10:58 +0000 2020,RT @h1KZ1d8tjx5Ky6G: Ask these protestors! They will be willing to welcome Rohingyas and even Palestinians in our great country. #IndiaSuppâ€¦
52839,,1,Thu Feb 20 17:10:21 +0000 2020,"RT @Archit96236573: @AskAnshul There is No secularism in Owaisi and His Party, and they all are constitution Becoz #CAA made by the Constitâ€¦"
52841,India,1,Thu Feb 20 17:07:00 +0000 2020,"@AskAnshul There is No secularism in Owaisi and His Party, and they all are constitution Becoz #CAA made by the Constitution and they are against CAA, #IndiaSupportsCAA"
52842,"Rajkot, India",0,Thu Feb 20 16:55:22 +0000 2020,"@madhukishwar @PMOIndia There is no question of yielding, when it is amply clear to one and all that this is not about #CAA"
52844,,1,Thu Feb 20 16:37:05 +0000 2020,Ask these protestors! They will be willing to welcome Rohingyas and even Palestinians in our great country. #IndiaSupportsCAA #ShaheenBaghChaos #Shaheenabagh #ShaheenBaghProtests #CAA_NRC_Protests #CAA #CAA_NPR_NRC #CAA_NRC_Protest
52845,,1,Thu Feb 20 16:28:05 +0000 2020,"The whole so-called protests against CAA is about pent-up feelings against 370 abrogation, Ram Mandir verdict &amp; Triple Talaq abolishment. And nothing else. #IndiaSupportsCAA #ShaheenBaghChaos #Shaheenabagh #ShaheenBaghProtests #CAA_NRC_Protests #CAA #CAA_NPR_NRC #CAA_NRC_Protest"
52846,"New Delhi, India",0,Thu Feb 20 16:28:01 +0000 2020,@madhukishwar @sardesairajdeep They are putting their last ditch effort to bring chaos in India and install Nizam e Mustafa. Ppl like him will be a dancing courtesan in an Islamic country.  10 more yrs of Modi n dream of Nizam-e-Mustafa will be in sink. T
52849,Gurgaon ,0,Thu Feb 20 16:19:21 +0000 2020,@ANI Commend the patience and efforts of the mediators. The protestors on second day too insisted on withdrawal of #CAA before the consider vacating public road. So  no solution yet in sight. It's a test Case for Hon'ble Supreme Court and the Central Gove
52851,Mangaluru,0,Thu Feb 20 16:19:02 +0000 2020,"How and Why does Pakistan feature in an anti-CAA protest?  Thank you #AmulyaLeona for making public the shady nexus of the left,pro-Pakistan, anti-India,Jihadi elements. Every true Indian will now only be more determined to support #CAA."
52856,India,6,Thu Feb 20 16:08:57 +0000 2020,Now Shaheen Bagh Anti #CAA Protesters on Threatening Mode!  BJP should shed its Gandhian tag and become tough on law &amp; order remove illegal occupation of #ShaheenBagh   #ShaheenBaghCollapse
52857,,0,Thu Feb 20 16:03:20 +0000 2020,"There is a new term for people who have so much influence and power but are still mum on the absolute lawlessness, monstrosity and the barbaric acts done by this fascist BJP regime- The Invertebrates.  @SrBachchan @imVkohli @ImRo45 @ajaydevgn etc.  #IndiaAgainstCAA_NRC_NPR  #CAA"
52859,"New Delhi, India",0,Thu Feb 20 15:52:12 +0000 2020,The first round of talks between the protesters at Shaheen bagh and Supreme Court-appointed interlocutors ended at the same point where the protests began 66 days ago-a demand for repeal of the #CAA  Hundreds congregated at Road no.13 A on Wednesday-an unusual sight on week day
52863,"Bengaluru, India",0,Thu Feb 20 15:34:50 +0000 2020,"@AskAnshul Pro Pakistan slogan were raised by Amulya leon during Anti CAA protests in Benglauru. And this is same girl who heckled @mvmeet to sing ""Vande Matarm"" and now Now she raised slogan ""Pakistan zindabad""  This is why people are losing faith on CAA"
52864,à¤¯à¥‚à¤°à¥‡à¤¶à¤¿à¤¯à¤¾,0,Thu Feb 20 15:34:31 +0000 2020,"muslims and other people who #saynotonpr_caa_nrc doubt on their indian identity. They don't have faith in system and repeatedly kills the soul of constitution. However, responsibility to save constitution are upon their shoulder. #CAA"
52867,"Bengaluru, India",0,Thu Feb 20 15:18:55 +0000 2020,"Pro Pakistan slogan were raised by Amulya leon during Anti CAA protests in Benglauru. And this is same girl who heckled @mvmeet to sing ""Vande Matarm"" and now Now she raised slogan ""Pakistan zindabad""  This is why people are losing faith on CAA protesters #CAA #CAA_NRC_Protests"
52873,à¤­à¤¾à¤°à¤¤_à¤®à¤¹à¤¾à¤°à¤¾à¤·à¥à¤Ÿà¥à¤° ,0,Thu Feb 20 15:03:34 +0000 2020,what will #bikau media and anti #caa lobby do now ? @_YogendraYadav salim bhai kya ho raha hai  #breakingindia forces #TukdeTukdeGang  @sardesairajdeep @Nidhi @suhasinih  kaha mu chupa rahe ho  it was never about #CAA
52874,,0,Thu Feb 20 14:57:44 +0000 2020,Yesterday #WarisPathan's statement 15 crore is enough for 80 crores and today the lady #Amulya's slogans of Pakistan zindabad in #Bengaluru both incidents in the presence of #Owaisi is not a coincidence...It is looks like a well planned strategy #CAA #CAA_NRCProtests #CAAProtests
52877,,4,Thu Feb 20 14:53:51 +0000 2020,With every gunshot the heart skips Afraid of losing family and friendships No blankets or clothes in the chill No business running enough to eat their fill Cant share cant tweet Every day it's just the repeat Over the years the injustice grew For how long will this continue #CAA
52880,India,0,Thu Feb 20 14:27:35 +0000 2020,The day when Hindu Secularists will stop to supporting #shahinbagh against #CAA and islamic terrorism on TV debates in India..all problems will be resolved. Root cause is funding of money to unstable India.
52882,CHENNAI ,0,Thu Feb 20 14:06:22 +0000 2020,"Itâ€™s not #ShaheenBaghChaos .   Itâ€™s #ShaheenBagh Cause and the cause for the #ShaheenBaghProtests is protest against what is against Constitution, what is unconstitutional.  #CAA Protest."
52883,à²­à²¾à²°à²¤ à¤­à¤¾à¤°à¤¤à¤µà¤°à¥à¤·à¤¼ å°åº¦,0,Thu Feb 20 14:02:51 +0000 2020,@rituraj_prht @saahilmenghani @CNNnews18 @DelhiPolice But instead Give Citizenship to Ahamdiyyas who played the main role in building #Porkistan as we know it to be a Riyasat E Madina today . Good Going against #CAA . There is no room for Kafirs in India 
52884,"UttarPradesh, India, 230201",0,Thu Feb 20 14:01:50 +0000 2020,"@SattarFarooqui Sorry. If it's so then how and where from the citizenship of our indian islamic community is at stake ? #CAA doesn't threatens their citizenship in anyway. And, no protests can go on speculations and apprehensions. It seems, as if the prot"
52885,,36,Thu Feb 20 13:54:39 +0000 2020,RT @jainchirag: I Support #CAA and have given a missed call to 8866288662. I hereby request 5 of my friends @getsoniamondal   @SonalKukretiâ€¦
52886,Baroda,0,Thu Feb 20 13:50:30 +0000 2020,@naqvimukhtar sir What action You are taking against @asadowaisi @warispathan who are not only instigating Muslim against #CAA but all other areas whether good or bad @PrashantKishor has been instigating @AamAadmiParty and @INCIndia resulting the present 
52897,India,0,Thu Feb 20 12:38:26 +0000 2020,@Anshu_haha @KulwinderBjp @narendramodi There are some people who have been denied the same Human Rights organisations best wishes and foreign funds from last 30 yrs / 11000 Days...   And if their case is not taken first then I have all the right to look 
52901,,1,Thu Feb 20 11:57:52 +0000 2020,RT @shr_neha: @FLOTUS @POTUS @PMOIndia @AmitShah  Real India and my religion Hinduism. many still need to learn. #MyYogiRocks #TrumpVisitInâ€¦
52904,,2,Thu Feb 20 11:46:55 +0000 2020,@RahulEaswar @narendramodi Hope you are not having fake certificate from IIM-A.. Please be mature and understand what  #CAA is all about.. Don't disturb Modijee.
52905,"New Delhi, India",0,Thu Feb 20 11:33:30 +0000 2020,"@alifestylegirl @alexparkar10 @minicnair Muslim happily living and working in Hindu-Sthaan. Still rant lynching. Muslims rant lynching, still craving to stay and call all other Muslim to Hindu-Sthaan. #CAA"
52909,"Dehradun, India",2,Thu Feb 20 10:58:43 +0000 2020,"Right or Left, wings are meant to keep us afloat..  happy flying.  Though, the predominant and positive thoughts shall always be right, left is an alternative thought. #CAA_NRCProtests #CAA_NRC_NPR #CAA #Leftists #RightMatters @nishimapharasi @kinshukmishra"
52911,,0,Thu Feb 20 10:44:43 +0000 2020,@maryashakil Bootlicker journalists like @maryashakil are responsible for this nautanki. They worked on this propaganda. Open challenge to her to list down her objections to #CAA. Shameless propaganda and nautanki by islamic radicals.
52912,"New Delhi, India",0,Thu Feb 20 10:37:58 +0000 2020,"The *visible* opposition to #CAA doth surprises me. I had thought, that the actual pain would be as high as it is now but they won't show it and instead continue with #taquia while continuing with their Islamist agenda by stealth. But they have declared war. India's response is"
52913,Around the World,0,Thu Feb 20 10:34:29 +0000 2020,"@OnMiNerves @pursephoney #CAA is sweet vote bank trap, behind that draconian law is this fate for many Hindus who have left their home countries in the hope for a better and dignified life, to be persecuted by lynching mobs in #India. How shameful this ne"
52915,,0,Thu Feb 20 10:22:47 +0000 2020,"Citizenship Amendment Act may leave Muslims stateless, says U.N. Secretary-General AntÃ³nio Guterres  Are the Andh bhakts more capable, intellectual and competent than the U. N. Secretary?  #CAA #ThursdayThoughts"
52916,"Bengaluru, India",1,Thu Feb 20 10:14:09 +0000 2020,RT @medsyn: Propaganda by @the_hindu on #CAA - hiding the fact that Illegal immigrants  have to go back to Pakistan. And that illegal Musliâ€¦
52917,Ajmer,0,Thu Feb 20 10:07:22 +0000 2020,Come and Join us on ROOTS OF ACCOUNTS on Telegram and give your knowledge a new and dynamic idea on concepts of Accounts.  #AsiManshi #AnanyaPandayVijayDeverakonda #BiggBossFinale #BoycottFilmFare #CarolineFlack #CAA #DemDebate #Fortnite #GodMorningThursday #GalaxyS20Ultra #GIDLE
52918,,0,Thu Feb 20 09:54:24 +0000 2020,@srikanthbjp_ @Snowflake_3925 This why India needs #CAA and some political leaders are opposing.
52920,,1,Thu Feb 20 09:42:53 +0000 2020,RT @FARHANSUMBUL: Why don't all HC lordships create a WhatsApp group so that their judgements don't confuse and trouble the common men. Bacâ€¦
52921,"Ranchi, India",1,Thu Feb 20 09:34:16 +0000 2020,Why don't all HC lordships create a WhatsApp group so that their judgements don't confuse and trouble the common men. Background:Guwahati HC and Mumbai HC judgments on which doc is proof of citizenship and which not. #CAA #CAAProtest
52922,"Pune, India",0,Thu Feb 20 09:31:54 +0000 2020,"Dear #ShaheenBagh protestors  If the road for your daily communication &amp; other crucial purposes would have been ""blocked"" by a group of protestors causing you great INCONVENIENCE how would you have felt?  Please think about it and consider.ðŸ™  Yours sincerely, A common man  #CAA"
52923,,0,Thu Feb 20 09:31:15 +0000 2020,"@smitaprakash As PM and HM have cleared their stand on #CAA, this couple might get blessed with a baby here during the protest only."
52930,,2,Thu Feb 20 08:19:02 +0000 2020,"@Swamy39 Definitely its nothing else than politics of polarization ,govt needs a strong awareness program to create an awareness among Indian muslims , we stand strong with our people and country too #CAA #wesupportcaa"
52931,,0,Thu Feb 20 08:18:13 +0000 2020,@UN @UNinIndia what's your thoughts on Kashmir's hindu migration from the state and and forced religious conversion of minorities in the Pakistan. Please share Ur invaluable thoughts on these to issue too and also please read #CAA Then only comment on tha
52935,"Chennai, India",0,Thu Feb 20 07:55:40 +0000 2020,Citizenship Amendment Act: This gives Indian citizenship to the persecuted minorities of some neighbouring countries and logically it cannot give citizenship for the majority of the same countries. They already have their states....#CAA
52937,Mumbai,0,Thu Feb 20 07:47:18 +0000 2020,@RahulEaswar @narendramodi Any person who can read #CAA amendment act can read himself and educate illiterate mass. Why PM has to do it Mr. Rahul. U remove these apprehension from ppl of ur locality
52939,mumbai,0,Thu Feb 20 07:35:17 +0000 2020,@farzana_versey Really? So out of touch with reality? Exterminate a world's second largest Muslim population.. by detention cetera and #CAA You've seriously lost it. ðŸ˜±
52940,"à¤¨à¤ˆ à¤¦à¤¿à¤²à¥à¤²à¥€, à¤­à¤¾à¤°à¤¤",1,Thu Feb 20 07:24:51 +0000 2020,"RT @JyAnap_PrApthi: @humanaidint @GabbarSanghi Done - 10K for a child just now. Request all Indians (including those opposed to #CAA ), toâ€¦"
52942,Mumbai,0,Thu Feb 20 07:21:35 +0000 2020,"@farzana_versey Who pay u to spread lies about #CAA. Tell me as a Muslim lady of Indian origin , how CAA affecting u and which clause of CAA is excluding u ?"
52944,Indian occupied kashmir ,0,Thu Feb 20 07:15:38 +0000 2020,"@HoodaNeelima Ya I saw the change after their win again in General elections ..but let's face it  there is  economic slowdown ,#GDP low and jobs lost 8000 as I recall and morever the peace  is also  lost and almost most of the states are against new #CAA "
52950,"Maihar, India",2,Thu Feb 20 06:54:08 +0000 2020,"RT @Advocatevrp: @vijayrpandey Alleging that the peaceful march against the #CAA held on Janaury 29 took a violent turn, the state authoritâ€¦"
52951,,0,Thu Feb 20 06:52:10 +0000 2020,Ever thought that those opposing CAA-NRC are doing disservice to Gandhijiâ€™s worldview?   The #CAA supports the wishes of Gandhiji in letter and spirit. It took 72 years for a government to put aside political calculations and have the courage to implement Gandhijiâ€™s wishes.
52952,World Citizen,0,Thu Feb 20 06:36:57 +0000 2020,@davidfrawleyved From Kanyakumari to Kashmir the poeple are more vigilant brave and fight against unconstitutional #CAA
52953,India,3,Thu Feb 20 06:36:52 +0000 2020,"RT @Ndlotus1: #SharadPawar : Protest against #CAA are intensifying. An atmosphere of dissatisfaction has spread in all societies, it is beiâ€¦"
52967,Bangalore,1,Thu Feb 20 06:10:18 +0000 2020,"@humanaidint @GabbarSanghi Done - 10K for a child just now. Request all Indians (including those opposed to #CAA ), to rise to the occasion and help our folks find their place in India. Thank you for the opportunity. ðŸ™"
52970,"Hyderabad, India",0,Thu Feb 20 06:00:41 +0000 2020,Great loss to MODI 02 is @SushmaSwaraj and @arunjaitley Their lose is visible in every step of government  particularly in #CAA and delhi elections.  @ShefVaidya @shubh19822
52971,,0,Thu Feb 20 05:56:39 +0000 2020,@ProfMKay @the_hindu @un @antonioguterres I know English is not your first language Antonio.  Before talking shit you can ask one of your employees to translate #CAA into your mother tongue.  @PMOIndia delay paying member ship fee to UN till Antonio can r
52973,"Amritsar, Punjab ",6,Thu Feb 20 05:47:35 +0000 2020,@rwac48 #CAA Incorrect. 1947 refugees (Hindu/Sikh) from Sialkot still NOT citizens as the settled in J&amp;K . Those 5000 families now number 7.5 lacs. Still homeless thanks to no CAA. Now being accommodated. BUT 98000 Rohingya come to Jammu and are VOTER
52974,"East Cost,Singapore",0,Thu Feb 20 05:34:50 +0000 2020,"@RahulEaswar @narendramodi How to solve a problem that isn't a problem RahulðŸ¤” instead of asking the PM you must use your Gandhiwad and ask those spreading absolute misinformation about #CAA for their own malafide agenda, among gullible Muslims to stop "
52975,,0,Thu Feb 20 05:24:32 +0000 2020,Now this is pure hatred from MIM MLA ð–ðšð«ð¢ð¬ ððšð­ð¡ðšð§ words which came out when ð€ð¬ð¬ðšð¬ð®ðð¢ð§ ðŽð°ðšð¢ð¬ð¢ has reached  to address #CAA_NRC_Protest. #Politics and these politicians are polluting everything. #Owaisi #religion #AssasudinOwasi #WarisPathan #CAA #CAA_NR
52976,"Bengaluru, India",0,Thu Feb 20 05:20:47 +0000 2020,"@RituRathaur @narendramodi So, What next? 1. SC may b convinced that itâ€™s a #Mobocracy not a democrat protest. 2. U can discuss an issue with reps  not a mob, which donâ€™t know what exactly is #CAA  3. SC May ask the organisers to appear before court a"
52979,Mumbai,1,Thu Feb 20 05:11:05 +0000 2020,RT @KP35241004: @_sabanaqvi Dont look through religious point of view bcz he was already clear the aspect #CAA- gives citizenship to thoseâ€¦
52980,Mumbai,1,Thu Feb 20 05:10:59 +0000 2020,@_sabanaqvi Dont look through religious point of view bcz he was already clear the aspect #CAA- gives citizenship to those who r refugee and minority in their countries then  What is problem to muslim who opposed the #CAA  so  Hard word use in the same ap
52981,chennai,0,Thu Feb 20 05:10:53 +0000 2020,@tehseenp Good to see this distinction. Now please do open your eyes and see that the #CAA has nothing against Indian Muslims .
52982,"Mangalore, India",1,Thu Feb 20 05:09:30 +0000 2020,"RT @arunpudur: @johnaustin47 @ShefVaidya Let us if the most talented 'journalist' @RanaAyyub of @washingtonpost writes about underage rape,â€¦"
52985,,0,Thu Feb 20 04:52:07 +0000 2020,"@antonioguterres  Muslims and others from East Pakistan and other countries were forced to leave their homeland and take refuge. What was UN doing? And when India decided to help a few, questions are being raised. #CAA helping few to live a better life an"
